utcMicrosecondsSinceEpoch,headX,headY,headZ,neckX,neckY,neckZ,leftShoulderX,leftShoulderY,leftShoulderZ,rightShoulderX,rightShoulderY,rightShoulderZ,leftElbowX,leftElbowY,leftElbowZ,rightElbowX,rightElbowY,rightElbowZ,leftHandX,leftHandY,leftHandZ,rightHandX,rightHandY,rightHandZ,torsoX,torsoY,torsoZ,leftHipX,leftHipY,leftHipZ,rightHipX,rightHipY,rightHipZ,leftKneeX,leftKneeY,leftKneeZ,rightKneeX,rightKneeY,rightKneeZ,leftFootX,leftFootY,leftFootZ,rightFootX,rightFootY,rightFootZ
1636576709591000,-25.9377,13.916,140.967,-23.8417,-2.68957,144.35,-33.6235,-3.19635,149.254,-14.0598,-2.18279,139.447,-33.6235,-23.493,149.254,-6.13265,-20.9094,135.821,-33.6236,-43.7896,149.254,-7.74244,-42.2182,135.445,-21.91,-17.9185,146.63,-26.254,-33.4726,152.05599999999998,-13.7026,-32.8224,145.764,-23.0474,-61.092200000000005,138.254,-13.7026,-63.8643,145.764,-12.6727,-83.6931,121.748,-13.702000000000002,-93.7122,145.755
1636576709625000,-25.875400000000003,13.913900000000002,140.783,-23.7074,-2.64374,144.182,-33.5308,-3.17583,148.998,-13.884,-2.11165,139.365,-33.5308,-23.4725,148.998,-6.14236,-20.9624,135.81300000000002,-33.5308,-43.7691,148.998,-7.82017,-42.2671,135.45499999999998,-21.7927,-17.8841,146.403,-26.179,-33.4657,151.714,-13.577000000000002,-32.783100000000005,145.535,-23.367,-62.30030000000001,140.567,-13.577000000000002,-63.825,145.535,-13.740199999999998,-86.2281,125.544,-13.5765,-93.673,145.527
1636576709658000,-25.859,13.924600000000002,140.632,-23.6912,-2.6975,144.128,-33.529,-3.24805,148.913,-13.8535,-2.14696,139.342,-33.529,-23.5447,148.913,-6.14685,-21.0271,135.846,-33.529,-43.8413,148.913,-7.891450000000001,-42.3283,135.619,-21.730600000000003,-17.9238,146.40699999999998,-26.0784,-33.5032,151.754,-13.4615,-32.7971,145.61700000000002,-23.6756,-63.1254,142.79000000000002,-13.4615,-63.839,145.61700000000002,-14.7884,-88.14500000000001,129.154,-13.461000000000002,-93.687,145.61
1636576709691000,-25.8466,13.8943,140.6,-23.6557,-2.71436,144.119,-33.4859,-3.26567,148.92000000000002,-13.8255,-2.16305,139.318,-33.4859,-23.5623,148.92000000000002,-6.15314,-21.0723,135.839,-33.4859,-43.8589,148.92000000000002,-7.919370000000001,-42.3719,135.582,-21.665,-17.9294,146.448,-25.9772,-33.498000000000005,151.855,-13.371199999999998,-32.791000000000004,145.698,-23.9595,-63.6284,144.666,-13.371199999999998,-63.8329,145.698,-15.7892,-89.5436,132.315,-13.3708,-93.6809,145.692
1636576709725000,-25.8818,13.8669,140.605,-23.7113,-2.78671,144.06099999999998,-33.556,-3.35623,148.82999999999998,-13.866499999999998,-2.21719,139.292,-33.556,-23.6529,148.82999999999998,-6.14295,-21.0989,135.87,-33.556,-43.9495,148.82999999999998,-7.91708,-42.397000000000006,135.543,-21.7481,-18.0197,146.294,-26.0972,-33.6178,151.58499999999998,-13.4728,-32.8874,145.469,-24.4235,-64.07509999999999,145.828,-13.4728,-63.9293,145.469,-16.9377,-90.7232,134.659,-13.4724,-93.7773,145.464
1636576709757000,-25.8648,13.8367,140.603,-23.7143,-2.88114,143.935,-33.6125,-3.53082,148.57999999999998,-13.8162,-2.23147,139.291,-33.6124,-23.8275,148.57999999999998,-6.13756,-21.1739,135.952,-33.6125,-44.1241,148.57999999999998,-7.92037,-42.4723,135.68699999999998,-21.7788,-18.1496,145.924,-26.1909,-33.8348,150.892,-13.4957,-33.0015,144.935,-24.8145,-64.5021,146.285,-13.4957,-64.04339999999999,144.935,-17.975,-91.7487,136.198,-13.4953,-93.8914,144.93
1636576709786000,-25.879700000000003,13.8798,140.596,-23.744300000000003,-2.84927,144.055,-33.6052,-3.43734,148.78699999999998,-13.883500000000002,-2.26119,139.324,-33.6052,-23.734,148.78699999999998,-6.02267,-21.3147,136.139,-33.6053,-44.0306,148.78699999999998,-8.003499999999999,-42.5768,135.374,-21.8092,-18.0981,146.193,-26.1986,-33.7241,151.366,-13.5494,-32.9697,145.296,-25.0741,-64.526,147.68099999999998,-13.5494,-64.0116,145.296,-18.8395,-92.2607,138.581,-13.5491,-93.8596,145.292
1636576709820000,-25.8805,13.8685,140.695,-23.7293,-2.79413,144.131,-33.5724,-3.36746,148.902,-13.8861,-2.22079,139.36,-33.5724,-23.6641,148.902,-6.07978,-21.2223,136.014,-33.572500000000005,-43.9607,148.902,-7.80179,-42.5095,135.269,-21.804,-18.0448,146.27,-26.1924,-33.6633,151.47,-13.5649,-32.927800000000005,145.35,-25.278,-64.5516,148.524,-13.5649,-63.9697,145.35,-19.605600000000003,-92.6837,140.32,-13.5646,-93.8177,145.345
1636576709856000,-25.9487,13.884,140.74200000000002,-23.8267,-2.76331,144.226,-33.628,-3.28723,149.08800000000002,-14.0254,-2.2394,139.365,-33.628,-23.5839,149.08800000000002,-6.11583,-21.1357,135.96300000000002,-33.6281,-43.8805,149.08800000000002,-7.68511,-42.4341,135.15,-21.8966,-17.9976,146.476,-26.253500000000003,-33.568,151.844,-13.6796,-32.8959,145.607,-25.5126,-64.5115,149.488,-13.6796,-63.9378,145.607,-20.3599,-92.967,142.096,-13.6793,-93.7858,145.60399999999998
1636576709889000,-25.8592,13.9207,140.413,-23.7935,-2.70638,144.106,-33.6108,-3.17443,148.941,-13.9761,-2.23832,139.27,-33.6108,-23.4711,148.941,-6.13559,-21.0873,135.909,-33.6109,-43.767700000000005,148.941,-7.6363,-42.3956,135.2,-21.8877,-17.921,146.502,-26.2798,-33.4359,152.001,-13.6839,-32.8354,145.797,-25.6811,-64.4149,150.118,-13.6839,-63.877300000000005,145.797,-21.0068,-93.1331,143.46099999999998,-13.683699999999998,-93.7253,145.794
1636576709923000,-25.8795,14.0251,140.608,-23.8627,-2.64975,144.158,-33.703,-3.13746,148.945,-14.0224,-2.16205,139.371,-33.7029,-23.4341,148.945,-6.13277,-21.1106,135.897,-33.703,-43.7307,148.945,-7.75538,-42.4013,134.974,-22.0336,-17.9018,146.364,-26.5159,-33.4667,151.64,-13.8929,-32.8411,145.5,-26.033300000000004,-64.4683,150.135,-13.8929,-63.883,145.5,-21.7976,-93.4,144.142,-13.8927,-93.731,145.497
1636576709956000,-25.9353,13.9126,140.956,-23.8847,-2.74186,144.221,-33.7371,-3.2977800000000004,148.975,-14.0323,-2.18595,139.466,-33.7371,-23.5944,148.975,-6.15267,-20.9896,135.85899999999998,-33.7371,-43.891000000000005,148.975,-7.65716,-42.2981,135.203,-22.0649,-18.0249,146.20499999999998,-26.5632,-33.6644,151.238,-13.927,-32.9514,145.14,-26.1747,-64.6805,150.034,-13.927,-63.9933,145.14,-22.3401,-93.7856,144.64,-13.9269,-93.8413,145.137
1636576709990000,-25.8563,13.8912,140.786,-23.893,-2.73849,143.978,-33.7354,-3.28932,148.754,-14.0506,-2.18765,139.202,-33.7354,-23.586,148.754,-6.15149,-21.0084,135.871,-33.7355,-43.8826,148.754,-7.77081,-42.3119,135.29500000000002,-22.1048,-18.0344,145.899,-26.6282,-33.6836,150.88299999999998,-14.0049,-32.9771,144.75799999999998,-26.3159,-64.709,149.92000000000002,-14.0049,-64.019,144.75799999999998,-22.8472,-93.9547,145.067,-14.0047,-93.867,144.755
1636576710023000,-25.7527,13.8729,140.58800000000002,-23.7644,-2.81495,143.88299999999998,-33.647000000000006,-3.35985,148.576,-13.881899999999998,-2.27006,139.19,-33.647000000000006,-23.6565,148.576,-6.02911,-21.1807,136.121,-33.647000000000006,-43.9531,148.576,-7.895659999999999,-42.4534,135.286,-21.9873,-18.107,145.85,-26.5482,-33.7485,150.826,-13.8723,-33.0496,144.807,-26.2974,-64.7798,150.05599999999998,-13.8723,-64.0915,144.807,-23.1618,-94.1397,145.68900000000002,-13.8721,-93.9395,144.805
1636576710057000,-25.8374,13.9506,140.533,-23.809,-2.7844100000000003,143.95,-33.6864,-3.31586,148.655,-13.9317,-2.25295,139.244,-33.6864,-23.6125,148.655,-5.96795,-21.3901,136.225,-33.6865,-43.9091,148.655,-7.826420000000001,-42.6536,135.154,-22.005000000000003,-18.0609,146.011,-26.5358,-33.6783,151.091,-13.866,-32.9966,145.055,-26.3345,-64.71340000000001,150.475,-13.866,-64.0385,145.055,-23.5016,-94.1658,146.546,-13.8659,-93.8865,145.053
1636576710090000,-25.8953,13.834700000000002,140.625,-23.909,-2.86316,143.988,-33.7894,-3.41834,148.685,-14.0286,-2.30799,139.291,-33.7893,-23.715,148.685,-6.06906,-21.2252,136.116,-33.7894,-44.0116,148.685,-7.6974,-42.5191,135.357,-22.1109,-18.1519,145.96300000000002,-26.6474,-33.7966,150.95,-13.9785,-33.0848,144.928,-26.4859,-64.8342,150.457,-13.9785,-64.1267,144.928,-23.9279,-94.3616,146.923,-13.9784,-93.9747,144.926
1636576710120000,-25.8613,13.9977,140.675,-23.8772,-2.696,144.022,-33.7526,-3.2606900000000003,148.728,-14.0017,-2.13131,139.316,-33.7526,-23.5573,148.728,-6.1935400000000005,-21.2142,136.154,-33.7527,-43.854,148.728,-7.631019999999999,-42.5219,135.35,-22.0943,-17.9955,145.928,-26.6418,-33.657,150.85,-13.981,-32.9331,144.816,-26.5125,-64.6962,150.456,-13.981,-63.975,144.816,-24.2035,-94.2844,147.276,-13.9809,-93.8229,144.815
1636576710150000,-25.8298,13.8207,140.68,-23.8703,-2.88279,143.951,-33.7595,-3.46131,148.626,-13.981,-2.30427,139.275,-33.7595,-23.7579,148.626,-6.17501,-21.0393,136.035,-33.7596,-44.0546,148.626,-7.74234,-42.3424,135.326,-22.0685,-18.1787,145.869,-26.6048,-33.845299999999995,150.784,-13.9287,-33.1038,144.791,-26.5012,-64.88550000000001,150.469,-13.9287,-64.1457,144.791,-24.4178,-94.523,147.60899999999998,-13.9286,-93.9937,144.78900000000002
1636576710195000,-25.8659,13.9209,140.798,-23.8864,-2.90091,144.00799999999998,-33.7852,-3.5006500000000003,148.661,-13.9875,-2.30117,139.356,-33.7852,-23.7973,148.661,-6.17231,-21.1775,136.06,-33.7853,-44.093900000000005,148.661,-7.682689999999999,-42.4917,135.716,-22.094900000000003,-18.2077,145.847,-26.6478,-33.8989,150.667,-13.9589,-33.1301,144.704,-26.5647,-64.9396,150.41500000000002,-13.9589,-64.172,144.704,-24.6855,-94.6171,147.84300000000002,-13.9588,-94.02,144.702
1636576710228000,-25.9286,13.866499999999998,140.842,-23.9229,-2.90919,144.14,-33.7996,-3.45295,148.846,-14.0462,-2.36542,139.434,-33.7996,-23.7496,148.846,-6.17475,-21.1552,136.018,-33.7996,-44.0462,148.846,-7.647629999999999,-42.4756,135.837,-22.1269,-18.1941,146.143,-26.6637,-33.8277,151.16400000000002,-13.9983,-33.130399999999995,145.129,-26.5972,-64.8689,150.962,-13.9983,-64.17229999999999,145.129,-24.9025,-94.5787,148.648,-13.9982,-94.0203,145.128
1636576710260000,-25.8833,13.878800000000002,140.725,-23.8524,-2.94123,144.054,-33.7493,-3.52361,148.712,-13.9555,-2.35885,139.395,-33.7493,-23.8202,148.712,-6.17223,-21.1737,136.04000000000002,-33.7494,-44.1169,148.712,-7.63014,-42.4964,135.841,-22.0453,-18.2349,145.981,-26.5825,-33.9019,150.894,-13.8937,-33.1552,144.922,-26.5293,-64.9433,150.733,-13.8937,-64.1971,144.922,-25.0014,-94.6794,148.651,-13.8936,-94.0451,144.921
1636576710285000,-25.8539,13.9532,140.707,-23.86,-2.89052,144.174,-33.7111,-3.3992600000000004,148.935,-14.0089,-2.38178,139.41199999999998,-33.7111,-23.6959,148.935,-6.157500000000001,-21.2146,135.996,-33.7111,-43.9925,148.935,-7.770189999999999,-42.523,135.612,-22.0476,-18.157400000000003,146.292,-26.552100000000003,-33.7505,151.464,-13.9182,-33.0981,145.358,-26.509500000000003,-64.7921,151.33499999999998,-13.9182,-64.14,145.358,-25.1323,-94.5495,149.462,-13.9182,-93.988,145.357
1636576710321000,-25.8824,13.9034,140.753,-23.8018,-2.83226,144.206,-33.684,-3.41568,148.893,-13.9195,-2.24884,139.518,-33.684,-23.7123,148.893,-6.16605,-21.1926,136.011,-33.684,-44.0089,148.893,-7.82268,-42.4863,135.274,-21.9051,-18.0921,146.305,-26.3437,-33.7259,151.409,-13.6732,-32.9779,145.399,-26.3096,-64.7677,151.30599999999998,-13.6732,-64.0198,145.399,-25.0685,-94.5422,149.621,-13.6731,-93.8678,145.398
1636576710355000,-25.9025,13.9219,140.62,-23.7913,-2.78116,144.154,-33.6467,-3.32704,148.903,-13.9359,-2.23528,139.405,-33.6467,-23.6237,148.903,-6.17295,-21.089,135.927,-33.6468,-43.9203,148.903,-7.838249999999999,-42.3878,135.32,-21.8595,-18.0135,146.41199999999998,-26.2471,-33.5959,151.715,-13.6084,-32.8958,145.625,-26.2198,-64.6377,151.63299999999998,-13.6084,-63.93769999999999,145.625,-25.1015,-94.4261,150.11700000000002,-13.6083,-93.7857,145.625
1636576710387000,-25.8895,13.8195,140.55599999999998,-23.8883,-2.81711,144.294,-33.6617,-3.2192700000000003,149.21800000000002,-14.115,-2.41495,139.37,-33.6617,-23.5159,149.21800000000002,-6.17338,-21.0702,135.93699999999998,-33.6617,-43.8125,149.21800000000002,-7.69871,-42.3808,135.349,-21.9818,-18.0055,146.83800000000002,-26.3441,-33.4518,152.54000000000002,-13.806299999999998,-32.9359,146.223,-26.3223,-64.4936,152.474,-13.806299999999998,-63.9778,146.223,-25.3146,-94.2934,151.11,-13.8062,-93.8258,146.222
1636576710425000,-25.8948,13.841,140.728,-23.7376,-2.80409,144.263,-33.5403,-3.3905000000000003,149.10899999999998,-13.9348,-2.21768,139.417,-33.5403,-23.6871,149.10899999999998,-6.23671,-21.1024,135.959,-33.5403,-43.9838,149.10899999999998,-7.764,-42.4135,135.36700000000002,-21.6753,-18.0056,146.595,-25.899400000000004,-33.5831,152.035,-13.3266,-32.831,145.82,-25.8819,-64.625,151.982,-13.3266,-63.8729,145.82,-24.9742,-94.4339,150.756,-13.3266,-93.7209,145.81900000000002
1636576710459000,-25.8863,13.8627,140.56199999999998,-23.653,-2.7815000000000003,144.169,-33.4753,-3.4336,148.97,-13.830699999999998,-2.1294,139.368,-33.4753,-23.7302,148.97,-6.19862,-21.0738,135.96300000000002,-33.4754,-44.0269,148.97,-7.677460000000001,-42.392,135.541,-21.5061,-17.9735,146.498,-25.6554,-33.5835,151.904,-13.0632,-32.7475,145.749,-25.6414,-64.6254,151.861,-13.0632,-63.7894,145.749,-24.8238,-94.4418,150.75799999999998,-13.0631,-93.6374,145.748
1636576710487000,-25.8409,13.7846,140.533,-23.5799,-2.91122,143.99,-33.408300000000004,-3.66505,148.764,-13.7514,-2.15739,139.215,-33.408300000000004,-23.9617,148.764,-6.17803,-21.0638,135.933,-33.4084,-44.258300000000006,148.764,-7.62574,-42.3836,135.459,-21.378,-18.1241,146.12,-25.4761,-33.8202,151.31199999999998,-12.8761,-32.8538,145.191,-25.4649,-64.8621,151.278,-12.8761,-63.8957,145.191,-24.7285,-94.6845,150.285,-12.8761,-93.7437,145.19
1636576710517000,-25.872300000000003,13.840700000000002,140.602,-23.5691,-2.86378,144.087,-33.386900000000004,-3.61069,148.886,-13.7512,-2.11687,139.288,-33.386900000000004,-23.9073,148.886,-6.0573500000000005,-21.3193,136.208,-33.386900000000004,-44.204,148.886,-7.7071,-42.6204,135.614,-21.3477,-18.0683,146.26600000000002,-25.4206,-33.7517,151.52,-12.8318,-32.794,145.36700000000002,-25.4117,-64.7936,151.493,-12.8318,-63.8359,145.36700000000002,-24.7485,-94.6208,150.6,-12.8318,-93.6839,145.36700000000002
1636576710551000,-25.8364,13.8648,140.493,-23.5051,-2.76847,144.147,-33.3444,-3.48083,148.908,-13.6658,-2.05611,139.387,-33.3444,-23.7775,148.908,-5.98134,-21.3518,136.32,-33.3445,-44.0741,148.908,-7.712680000000001,-42.6422,135.584,-21.2748,-17.9477,146.486,-25.3538,-33.5837,151.876,-12.7352,-32.670100000000005,145.77100000000002,-25.3466,-64.6255,151.855,-12.7352,-63.712,145.77100000000002,-24.7494,-94.4567,151.051,-12.7352,-93.56,145.77100000000002
1636576710584000,-25.8565,13.9255,140.65,-23.5437,-2.6813,144.18900000000002,-33.355900000000005,-3.40471,149.003,-13.7315,-1.9579,139.374,-33.355900000000005,-23.7013,149.003,-5.94871,-21.3468,136.419,-33.356,-43.998000000000005,149.003,-7.626049999999999,-42.6415,135.66500000000002,-21.3122,-17.872,146.454,-25.3711,-33.5265,151.80599999999998,-12.7902,-32.5989,145.63299999999998,-25.3653,-64.5684,151.78900000000002,-12.7902,-63.6409,145.63299999999998,-24.8275,-94.4027,151.065,-12.7902,-93.4888,145.632
1636576710618000,-25.8293,13.9174,140.776,-23.5258,-2.77589,144.113,-33.3681,-3.5734699999999995,148.853,-13.683600000000002,-1.97831,139.372,-33.3681,-23.8701,148.853,-5.92986,-21.2691,136.471,-33.3681,-44.1667,148.853,-7.67806,-42.5596,135.754,-21.3227,-18.0047,146.125,-25.4298,-33.7448,151.176,-12.8093,-32.7221,145.097,-25.4253,-64.7867,151.16199999999998,-12.8093,-63.764,145.097,-24.941,-94.6237,150.511,-12.8093,-93.612,145.097
1636576710662000,-25.878,13.8778,140.93800000000002,-23.6237,-2.84829,144.20999999999998,-33.4942,-3.61056,148.897,-13.7531,-2.08602,139.522,-33.4942,-23.9072,148.897,-5.90861,-21.3122,136.491,-33.4943,-44.2038,148.897,-7.840730000000001,-42.573,135.489,-21.5077,-18.0951,146.18599999999998,-25.7223,-33.8308,151.169,-13.061000000000002,-32.852999999999994,145.156,-25.7187,-64.8727,151.158,-13.061000000000002,-63.89489999999999,145.156,-25.2827,-94.7118,150.572,-13.061000000000002,-93.7429,145.155
1636576710695000,-25.8589,13.8507,140.856,-23.647,-2.87923,144.148,-33.5166,-3.59556,148.845,-13.7773,-2.16291,139.451,-33.5166,-23.8922,148.845,-5.907719999999999,-21.336,136.445,-33.5167,-44.1888,148.845,-7.774389999999999,-42.6057,135.483,-21.5691,-18.1234,146.18900000000002,-25.8251,-33.8272,151.245,-13.1574,-32.907799999999995,145.216,-25.8222,-64.8691,151.236,-13.1574,-63.94969999999999,145.216,-25.4296,-94.7099,150.709,-13.1574,-93.7977,145.216
1636576710730000,-25.7924,13.830699999999998,140.572,-23.6191,-2.8453,144.1,-33.4678,-3.47616,148.852,-13.7704,-2.21444,139.347,-33.4678,-23.7728,148.852,-5.91037,-21.3948,136.474,-33.4678,-44.0694,148.852,-7.90695,-42.6467,135.386,-21.5699,-18.0667,146.326,-25.8397,-33.692899999999995,151.601,-13.2019,-32.8834,145.503,-25.8373,-64.73479999999999,151.594,-13.2019,-63.92530000000001,145.503,-25.4839,-94.5769,151.119,-13.2019,-93.7733,145.502
1636576710755000,-25.7614,13.8243,140.573,-23.5546,-2.83626,144.12,-33.392399999999995,-3.44659,148.899,-13.7169,-2.22593,139.342,-33.392399999999995,-23.7432,148.899,-6.03503,-21.3198,136.231,-33.392399999999995,-44.0399,148.899,-7.6671,-42.6144,135.712,-21.499,-18.0482,146.41,-25.7548,-33.6516,151.764,-13.1321,-32.8685,145.63299999999998,-25.7529,-64.6935,151.759,-13.1321,-63.9104,145.63299999999998,-25.4347,-94.5368,151.332,-13.1321,-93.7584,145.63299999999998
1636576710794000,-25.742700000000003,13.8189,140.741,-23.556,-2.8496,144.16500000000002,-33.3996,-3.4961100000000003,148.926,-13.7123,-2.20308,139.403,-33.3996,-23.7927,148.926,-6.0910400000000005,-21.2565,136.097,-33.3997,-44.0894,148.926,-7.78092,-42.5521,135.576,-21.512,-18.0823,146.322,-25.7803,-33.7296,151.53199999999998,-13.1559,-32.9005,145.426,-25.7788,-64.7716,151.528,-13.1559,-63.9424,145.426,-25.4924,-94.6157,151.144,-13.1558,-93.7904,145.426
1636576710827000,-25.6953,13.793,140.823,-23.5121,-2.90135,144.156,-33.328,-3.55421,148.974,-13.6961,-2.2485,139.339,-33.328,-23.8508,148.974,-6.12333,-21.2232,136.013,-33.3281,-44.1475,148.974,-7.840730000000001,-42.5209,135.548,-21.4623,-18.1401,146.268,-25.7053,-33.7974,151.467,-13.1197,-32.9604,145.291,-25.7041,-64.83930000000001,151.464,-13.1197,-64.0023,145.291,-25.4463,-94.6842,151.118,-13.1197,-93.8503,145.29000000000002
1636576710852000,-25.843,13.9128,140.96300000000002,-23.6361,-2.86181,144.16,-33.4598,-3.56653,148.954,-13.8125,-2.15709,139.365,-33.4598,-23.8632,148.954,-6.1408000000000005,-21.282,135.994,-33.4599,-44.1598,148.954,-7.89975,-42.5801,135.81900000000002,-21.6107,-18.1298,146.065,-25.8829,-33.8495,151.04500000000002,-13.2877,-32.9459,144.898,-25.882,-64.8914,151.042,-13.2877,-63.98780000000001,144.898,-25.6498,-94.7369,150.731,-13.2877,-93.8358,144.898
1636576710885000,-25.8049,13.8718,141.083,-23.6164,-2.84818,144.216,-33.472300000000004,-3.56811,148.941,-13.7605,-2.12824,139.49,-33.472300000000004,-23.8647,148.941,-6.1567,-21.113,135.96800000000002,-33.4724,-44.1614,148.941,-7.731409999999999,-42.4267,135.846,-21.6144,-18.127,146.06300000000002,-25.9311,-33.8674,150.941,-13.2936,-32.9443,144.882,-25.9303,-64.9093,150.93900000000002,-13.2936,-63.9862,144.882,-25.7214,-94.7553,150.659,-13.2936,-93.8342,144.882
1636576710919000,-25.7718,13.8042,140.88,-23.5616,-2.93144,144.067,-33.4053,-3.63387,148.82,-13.7179,-2.229,139.31300000000002,-33.4053,-23.9305,148.82,-6.04578,-21.2182,136.16400000000002,-33.4054,-44.2271,148.82,-7.856,-42.4862,135.344,-21.5413,-18.1984,145.994,-25.833,-33.9157,150.97,-13.2091,-33.0149,144.874,-25.8324,-64.9576,150.96800000000002,-13.2091,-64.0568,144.874,-25.6443,-94.8039,150.716,-13.2091,-93.9048,144.874
1636576710952000,-25.8613,13.8364,140.842,-23.6351,-2.97317,144.011,-33.5098,-3.71907,148.692,-13.7604,-2.22727,139.329,-33.509699999999995,-24.0157,148.692,-5.98012,-21.4043,136.316,-33.5098,-44.3123,148.692,-7.791320000000001,-42.6716,135.329,-21.6065,-18.2494,145.855,-25.9087,-34.003699999999995,150.702,-13.2473,-33.0473,144.699,-25.9082,-65.0457,150.7,-13.2473,-64.0892,144.699,-25.7389,-94.8923,150.473,-13.2473,-93.9372,144.699
1636576710985000,-25.7989,13.824000000000002,140.874,-23.5926,-3.0558,143.956,-33.4861,-3.82523,148.594,-13.699000000000002,-2.28636,139.318,-33.4861,-24.1219,148.594,-5.944789999999999,-21.4295,136.395,-33.486200000000004,-44.4185,148.594,-7.917700000000001,-42.6861,135.417,-21.6031,-18.3528,145.66199999999998,-25.9564,-34.1432,150.341,-13.2709,-33.1566,144.394,-25.956,-65.1851,150.34,-13.2709,-64.1985,144.394,-25.8036,-95.032,150.136,-13.2709,-94.0465,144.394
1636576711019000,-25.8521,13.8852,140.881,-23.6442,-2.98562,144.118,-33.4989,-3.71172,148.844,-13.789599999999998,-2.25952,139.392,-33.4989,-24.0084,148.844,-5.92682,-21.5289,136.445,-33.499,-44.305,148.844,-8.00019,-42.7766,135.43900000000002,-21.6187,-18.2574,145.995,-25.912,-33.9947,150.903,-13.2745,-33.0636,144.842,-25.911700000000003,-65.03659999999999,150.902,-13.2745,-64.10549999999999,144.842,-25.7745,-94.8837,150.71800000000002,-13.2745,-93.9534,144.841
1636576711050000,-25.7661,13.9257,140.93099999999998,-23.5984,-2.85497,144.174,-33.4656,-3.52837,148.88299999999998,-13.7312,-2.18158,139.466,-33.4656,-23.825,148.88299999999998,-6.04382,-21.356,136.21800000000002,-33.4656,-44.1216,148.88299999999998,-7.93643,-42.6278,135.38299999999998,-21.599,-18.1137,146.182,-25.9279,-33.8043,151.20999999999998,-13.2712,-32.9406,145.17000000000002,-25.9277,-64.8462,151.209,-13.2712,-63.9825,145.17000000000002,-25.8042,-94.6935,151.044,-13.2712,-93.8305,145.17000000000002
1636576711084000,-25.704700000000003,13.8804,140.709,-23.4727,-2.80262,144.127,-33.321600000000004,-3.43977,148.878,-13.6238,-2.16547,139.375,-33.3215,-23.7364,148.878,-6.10641,-21.2253,136.05599999999998,-33.321600000000004,-44.033,148.878,-7.919169999999999,-42.5125,135.5,-21.4328,-18.031,146.31300000000002,-25.7091,-33.668,151.546,-13.0768,-32.8507,145.452,-25.7089,-64.7099,151.546,-13.0768,-63.8926,145.452,-25.5977,-94.5573,151.397,-13.0768,-93.7406,145.451
1636576711118000,-25.682,13.7846,140.554,-23.4442,-2.95448,143.842,-33.3546,-3.70604,148.443,-13.5337,-2.20293,139.241,-33.3546,-24.0027,148.443,-6.12798,-21.2236,135.988,-33.3546,-44.2993,148.443,-7.666459999999999,-42.5359,135.682,-21.3679,-18.2055,145.823,-25.647,-33.9384,150.755,-12.9364,-32.9745,144.853,-25.6469,-64.9804,150.754,-12.9364,-64.0164,144.853,-25.5468,-94.8279,150.62,-12.9364,-93.8644,144.853
1636576711161000,-25.7258,13.7396,140.723,-23.5507,-2.88983,144.142,-33.4134,-3.54643,148.858,-13.688,-2.23324,139.425,-33.4134,-23.8431,148.858,-6.01982,-21.4396,136.252,-33.4134,-44.1397,148.858,-7.72602,-42.7327,135.654,-21.5144,-18.1254,146.279,-25.8033,-33.782,151.441,-13.1528,-32.939800000000005,145.39100000000002,-25.8032,-64.82390000000001,151.441,-13.1528,-63.9817,145.39100000000002,-25.7132,-94.6715,151.32,-13.1528,-93.8297,145.39100000000002
1636576711194000,-25.8716,13.834,140.865,-23.6716,-2.93099,144.20499999999998,-33.537099999999995,-3.59845,148.917,-13.806,-2.2635300000000003,139.494,-33.537099999999995,-23.8951,148.917,-5.97194,-21.4111,136.372,-33.5372,-44.1917,148.917,-7.71232,-42.6877,135.413,-21.693,-18.1954,146.18599999999998,-26.0403,-33.8878,151.18699999999998,-13.3886,-33.0318,145.14600000000002,-26.0402,-64.9297,151.18699999999998,-13.3886,-64.0737,145.14600000000002,-25.9591,-94.7773,151.079,-13.3886,-93.9217,145.14600000000002
1636576711218000,-25.8086,13.8453,140.933,-23.6846,-2.87509,144.247,-33.5345,-3.52767,148.994,-13.8346,-2.2225,139.5,-33.5345,-23.8243,148.994,-5.94616,-21.431800000000003,136.353,-33.5346,-44.1209,148.994,-7.86945,-42.6919,135.33499999999998,-21.723,-18.1438,146.219,-26.0783,-33.831,151.23399999999998,-13.444399999999998,-32.994,145.14600000000002,-26.0782,-64.8729,151.23399999999998,-13.444399999999998,-64.0359,145.14600000000002,-26.0053,-94.7207,151.136,-13.444399999999998,-93.8839,145.14600000000002
1636576711258000,-25.7444,13.818,140.858,-23.6239,-2.94697,144.17000000000002,-33.4949,-3.6009900000000004,148.873,-13.7528,-2.29296,139.467,-33.4949,-23.8976,148.873,-6.05392,-21.2426,136.13299999999998,-33.495,-44.1943,148.873,-7.72615,-42.5362,135.568,-21.654400000000003,-18.2099,146.18099999999998,-26.0151,-33.8923,151.208,-13.3548,-33.0535,145.176,-26.015,-64.9342,151.208,-13.3548,-64.0954,145.176,-25.9493,-94.782,151.12,-13.3548,-93.9434,145.176
