utcMicrosecondsSinceEpoch,headX,headY,headZ,neckX,neckY,neckZ,leftShoulderX,leftShoulderY,leftShoulderZ,rightShoulderX,rightShoulderY,rightShoulderZ,leftElbowX,leftElbowY,leftElbowZ,rightElbowX,rightElbowY,rightElbowZ,leftHandX,leftHandY,leftHandZ,rightHandX,rightHandY,rightHandZ,torsoX,torsoY,torsoZ,leftHipX,leftHipY,leftHipZ,rightHipX,rightHipY,rightHipZ
1636576706018000,-25.9895,14.2625,140.954,-24.4483,-2.00094,145.138,-34.0018,-1.70873,150.486,-14.8948,-2.29315,139.79000000000002,-34.0018,-22.0054,150.486,-5.886010000000001,-21.209,136.281,-34.0018,-42.302,150.486,-7.551349999999999,-42.5182,136.316,-22.981,-17.0613,148.582,-27.7431,-31.9311,155.513,-15.284299999999998,-32.312200000000004,148.538
1636576706054000,-26.0364,14.186600000000002,141.115,-24.4872,-1.97585,145.281,-34.025099999999995,-1.6295000000000002,150.655,-14.9492,-2.32221,139.90699999999998,-34.025,-21.9261,150.655,-5.88618,-20.9588,136.28900000000002,-34.025099999999995,-42.2228,150.655,-7.486140000000001,-42.2732,136.322,-23.0055,-16.999100000000002,148.879,-27.7522,-31.7962,155.986,-15.2956,-32.2486,148.967
1636576706095000,-26.0274,14.2718,140.858,-24.3711,-2.17567,144.606,-34.0263,-2.1902,149.761,-14.716,-2.16113,139.452,-34.0263,-22.4868,149.761,-5.98972,-20.757,136.052,-34.0263,-42.7835,149.761,-7.49567,-42.076,136.28699999999998,-22.8648,-17.3477,147.385,-28.2677,-32.53,153.852,-14.4495,-32.5092,146.475
1636576706128000,-25.899400000000004,14.2052,140.672,-24.2301,-2.22649,144.56400000000002,-33.8851,-2.1938500000000003,149.72899999999998,-14.575,-2.25912,139.4,-33.8851,-22.4905,149.72899999999998,-5.950010000000001,-20.910400000000003,136.106,-33.8852,-42.7871,149.72899999999998,-7.482439999999999,-42.2282,136.344,-22.6617,-17.3541,147.592,-27.4062,-32.4604,153.997,-14.7805,-32.5031,147.243
1636576706153000,-25.9354,14.3379,140.683,-24.1888,-2.14944,144.594,-33.7971,-2.15598,149.849,-14.5805,-2.1429,139.339,-33.7971,-22.4526,149.849,-6.04465,-20.9937,135.921,-33.7971,-42.7492,149.849,-7.55742,-42.3124,136.215,-22.5285,-17.2762,147.611,-27.2283,-32.4072,154.106,-14.5083,-32.3986,147.15
1636576706185000,-25.9075,14.1799,140.746,-24.1326,-2.29884,144.555,-33.742200000000004,-2.36235,149.81,-14.523,-2.23532,139.3,-33.742200000000004,-22.659,149.81,-6.09883,-20.869300000000003,135.81900000000002,-33.7423,-42.9556,149.81,-7.568009999999999,-42.1913,136.10899999999998,-22.4098,-17.431800000000003,147.523,-27.0616,-32.6068,153.976,-14.3123,-32.5226,147.005
1636576706218000,-25.9776,14.2969,140.717,-24.0881,-2.1903300000000003,144.554,-33.6907,-2.29984,149.822,-14.485400000000002,-2.08082,139.286,-33.6907,-22.5965,149.822,-6.07127,-21.0144,135.949,-33.6908,-42.8931,149.822,-7.40816,-42.3451,135.975,-22.2726,-17.308699999999998,147.549,-26.812900000000003,-32.4995,154.031,-14.101400000000002,-32.3546,147.057
1636576706257000,-25.9396,14.1504,140.75799999999998,-23.9424,-2.27651,144.44,-33.5985,-2.52383,149.602,-14.2863,-2.02918,139.278,-33.5985,-22.820500000000003,149.602,-5.97987,-21.0146,136.055,-33.5986,-43.1171,149.602,-7.33779,-42.3436,135.89,-22.0245,-17.408,147.303,-26.46,-32.7022,153.56199999999998,-13.7532,-32.3768,146.768
1636576706295000,-25.942500000000003,14.2168,140.87,-23.8893,-2.14903,144.559,-33.5252,-2.40692,149.76,-14.2533,-1.89113,139.358,-33.5252,-22.7036,149.76,-5.9301200000000005,-21.0908,136.049,-33.5252,-43.0002,149.76,-7.51282,-42.4039,135.857,-21.9026,-17.2592,147.49,-26.2366,-32.5385,153.833,-13.5952,-32.2001,147.01
1636576706331000,-26.1153,14.375899999999998,140.875,-23.9945,-2.00842,144.608,-33.6114,-2.2712,149.845,-14.3775,-1.74565,139.371,-33.6114,-22.5678,149.845,-6.02811,-20.8617,135.831,-33.6115,-42.8645,149.845,-7.33517,-42.1894,136.017,-21.9474,-17.097,147.61,-26.1565,-32.3565,154.019,-13.6443,-32.0146,147.206
1636576706361000,-26.0208,14.272900000000002,140.785,-23.8815,-2.11312,144.53,-33.493700000000004,-2.4260200000000003,149.774,-14.2693,-1.80022,139.28699999999998,-33.493700000000004,-22.7227,149.774,-6.20315,-20.4831,135.587,-33.493700000000004,-43.0193,149.774,-7.22067,-41.8257,135.911,-21.7556,-17.192,147.528,-26.032400000000003,-32.4793,154.018,-13.2269,-32.062400000000004,147.03199999999998
1636576706383000,-26.0088,14.2693,140.68900000000002,-23.8258,-2.12076,144.466,-33.4507,-2.46726,149.684,-14.2009,-1.77425,139.247,-33.4507,-22.7639,149.684,-6.2414700000000005,-20.5697,135.555,-33.4508,-43.060500000000005,149.684,-7.25303,-41.9164,135.76,-21.657,-17.1934,147.465,-25.8408,-32.4947,153.909,-13.1358,-32.0373,147.02
1636576706415000,-25.9597,14.1743,140.946,-23.6762,-2.19784,144.538,-33.2887,-2.64666,149.77,-14.0636,-1.7490200000000002,139.30599999999998,-33.2887,-22.9433,149.77,-6.19988,-20.5582,135.54500000000002,-33.288799999999995,-43.2399,149.77,-7.23362,-41.9056,135.727,-21.3994,-17.275399999999998,147.427,-25.5764,-32.654399999999995,153.82999999999998,-12.6689,-32.0517,146.804
1636576706448000,-25.9155,14.2274,140.917,-23.7467,-2.11785,144.56300000000002,-33.3292,-2.4589600000000003,149.858,-14.1641,-1.7767399999999998,139.269,-33.3292,-22.7556,149.858,-6.17284,-20.5867,135.494,-33.3293,-43.0522,149.858,-7.32053,-41.927800000000005,135.756,-21.5624,-17.191,147.546,-25.5066,-32.4824,153.91400000000002,-13.2495,-32.0461,147.142
1636576706481000,-25.894,14.2086,140.809,-23.6298,-2.18567,144.402,-33.247699999999995,-2.65768,149.621,-14.0118,-1.71367,139.184,-33.247699999999995,-22.9543,149.621,-6.22555,-20.5501,135.464,-33.2478,-43.2509,149.621,-7.19567,-41.8893,136.09,-21.3706,-17.2823,147.2,-25.3324,-32.6842,153.374,-12.8906,-32.0736,146.624
1636576706515000,-25.870800000000003,14.2308,140.851,-23.6895,-2.18077,144.47899999999998,-33.300799999999995,-2.58628,149.716,-14.0783,-1.77526,139.241,-33.300799999999995,-22.8829,149.716,-6.05984,-20.6777,135.677,-33.300799999999995,-43.1795,149.716,-7.261249999999999,-42.0105,136.03699999999998,-21.5243,-17.290799999999997,147.28199999999998,-25.610000000000003,-32.6646,153.49200000000002,-13.1081,-32.1371,146.679
1636576706550000,-25.9253,14.2694,140.919,-23.7898,-2.14004,144.599,-33.3705,-2.43474,149.899,-14.2091,-1.84534,139.299,-33.3705,-22.7314,149.899,-6.08704,-20.6966,135.653,-33.3706,-43.028,149.899,-7.22246,-42.0315,136.178,-21.6878,-17.2286,147.56,-25.7133,-32.505700000000004,153.91,-13.4583,-32.1288,147.131
1636576706583000,-26.0741,14.2454,141.06,-23.8612,-2.1504000000000003,144.625,-33.4034,-2.49996,149.991,-14.319,-1.80083,139.259,-33.4034,-22.7966,149.991,-6.18424,-20.6322,135.587,-33.4035,-43.0932,149.991,-7.250839999999999,-41.9745,135.99,-21.6997,-17.2504,147.485,-25.8482,-32.5815,153.893,-13.2283,-32.1192,146.796
1636576706617000,-25.9432,14.172300000000002,140.877,-23.703,-2.25386,144.456,-33.3116,-2.64367,149.698,-14.094399999999998,-1.86405,139.21300000000002,-33.3116,-22.9403,149.698,-6.11464,-20.6546,135.706,-33.3116,-43.236900000000006,149.698,-7.22218,-41.9971,136.019,-21.5398,-17.357599999999998,147.297,-25.7741,-32.7209,153.63,-12.979,-32.2018,146.648
1636576706650000,-25.986700000000003,14.2435,140.884,-23.9226,-2.17422,144.54500000000002,-33.4987,-2.40962,149.85399999999998,-14.3466,-1.93882,139.235,-33.4987,-22.7063,149.85399999999998,-6.10779,-20.7825,135.634,-33.4988,-43.0029,149.85399999999998,-7.20602,-42.1231,136.089,-21.9293,-17.2846,147.47,-25.9373,-32.5424,153.722,-13.9346,-32.2474,147.067
1636576706683000,-25.98,14.125800000000002,140.895,-24.0275,-2.3154,144.541,-33.5981,-2.53471,149.864,-14.457,-2.09609,139.219,-33.598,-22.8313,149.864,-5.97921,-20.875,135.722,-33.5981,-43.128,149.864,-7.32379,-42.2024,136.066,-22.1158,-17.4575,147.355,-26.4104,-32.7419,153.62,-13.997800000000002,-32.4574,146.717
1636576706717000,-25.993900000000004,14.262,141.053,-24.0142,-2.21166,144.536,-33.5794,-2.45165,149.868,-14.4491,-1.97167,139.204,-33.5794,-22.7483,149.868,-5.91834,-21.0295,135.846,-33.5795,-43.0449,149.868,-7.33146,-42.3529,136.228,-22.1222,-17.3752,147.248,-26.5203,-32.696600000000004,153.466,-13.9402,-32.381,146.453
1636576706750000,-25.9745,14.177,141.128,-24.056,-2.34984,144.457,-33.6453,-2.6789,149.74,-14.4667,-2.02077,139.173,-33.6453,-22.9755,149.74,-5.88493,-20.9889,135.849,-33.6454,-43.2722,149.74,-7.31606,-42.3131,136.123,-22.1524,-17.5459,146.965,-26.6171,-32.9605,152.983,-13.8805,-32.523399999999995,145.965
1636576706783000,-25.9814,14.2608,140.913,-24.0234,-2.32323,144.34,-33.6406,-2.65531,149.573,-14.406200000000002,-1.99114,139.108,-33.6405,-22.9519,149.573,-5.85776,-21.0387,135.81,-33.6406,-43.2486,149.573,-7.20334,-42.369,135.827,-22.14,-17.524700000000003,146.837,-26.6125,-32.9457,152.792,-13.900899999999998,-32.5068,145.875
1636576706818000,-25.9522,14.1507,140.85899999999998,-23.9532,-2.39094,144.177,-33.5828,-2.76651,149.385,-14.3237,-2.01538,138.97,-33.5828,-23.0631,149.385,-5.85268,-21.0484,135.776,-33.5828,-43.3598,149.385,-7.244079999999999,-42.3765,135.723,-22.0938,-17.6199,146.518,-26.6599,-33.0995,152.333,-13.808699999999998,-32.5983,145.38299999999998
1636576706856000,-25.9418,14.2148,140.778,-23.9092,-2.33224,144.06,-33.6166,-2.77537,149.112,-14.2018,-1.88911,139.00799999999998,-33.6166,-23.072,149.112,-5.85009,-21.0727,135.739,-33.6166,-43.3686,149.112,-7.364619999999999,-42.3921,135.597,-22.0338,-17.5708,146.327,-26.6019,-33.1036,151.947,-13.7151,-32.5153,145.24
1636576706895000,-25.9716,14.1938,140.678,-23.9052,-2.35774,144.091,-33.6061,-2.78917,149.159,-14.2043,-1.9263,139.024,-33.6061,-23.0858,149.159,-5.85439,-20.9811,135.702,-33.6062,-43.3824,149.159,-7.32856,-42.3042,135.637,-21.9955,-17.5781,146.451,-26.4191,-33.08,152.12,-13.7524,-32.5167,145.503
1636576706930000,-25.9305,14.105,140.48399999999998,-23.9242,-2.3631,144.14,-33.587,-2.67777,149.28699999999998,-14.2613,-2.04843,138.993,-33.587,-22.9744,149.28699999999998,-5.85374,-21.0243,135.685,-33.5871,-43.271,149.28699999999998,-7.323650000000001,-42.3477,135.746,-22.0118,-17.5302,146.803,-26.2882,-32.8989,152.763,-13.9105,-32.4958,146.169
1636576706960000,-25.9021,14.0534,140.386,-23.9165,-2.34784,144.225,-33.5367,-2.5700700000000003,149.45499999999998,-14.2963,-2.12561,138.994,-33.5367,-22.8667,149.45499999999998,-5.85788,-21.1133,135.69,-33.5368,-43.1633,149.45499999999998,-7.21173,-42.4444,135.75,-21.9799,-17.4641,147.144,-26.2393,-32.7234,153.433,-13.8472,-32.437200000000004,146.69400000000002
1636576706985000,-25.8777,14.0955,140.286,-23.9341,-2.23497,144.29500000000002,-33.5537,-2.39948,149.53,-14.3146,-2.07045,139.059,-33.5537,-22.6961,149.53,-6.04677,-20.9965,135.464,-33.5537,-42.9927,149.53,-7.283110000000001,-42.3277,135.88299999999998,-21.9763,-17.3082,147.418,-26.2598,-32.4881,153.93900000000002,-13.7771,-32.2747,147.145
1636576707017000,-25.9549,14.028899999999998,140.486,-23.9371,-2.2493,144.451,-33.5409,-2.4493,149.714,-14.3332,-2.0493,139.18699999999998,-33.5409,-22.7459,149.714,-6.15836,-20.8677,135.43,-33.541000000000004,-43.0426,149.714,-7.31366,-42.2029,135.941,-21.8869,-17.3023,147.619,-26.1529,-32.4868,154.25,-13.5207,-32.2237,147.326
1636576707051000,-25.911900000000003,14.0288,140.428,-23.8302,-2.2063,144.41199999999998,-33.441,-2.42011,149.66400000000002,-14.2195,-1.9925,139.161,-33.4409,-22.7167,149.66400000000002,-6.223,-20.7857,135.38299999999998,-33.441,-43.0134,149.66400000000002,-7.424209999999999,-42.107600000000005,136.203,-21.7427,-17.2467,147.621,-26.0104,-32.4284,154.301,-13.2998,-32.1456,147.356
1636576707093000,-25.9373,14.074000000000002,140.365,-23.7699,-2.22418,144.3,-33.410700000000006,-2.53892,149.49,-14.1292,-1.90944,139.11,-33.410700000000006,-22.8356,149.49,-6.2467,-20.7423,135.395,-33.410700000000006,-43.1322,149.49,-7.370369999999999,-42.0555,136.495,-21.6133,-17.2789,147.393,-25.915,-32.5444,153.96300000000002,-12.9986,-32.1228,147.01
1636576707129000,-25.9186,13.9506,140.274,-23.7352,-2.2539,144.32,-33.398700000000005,-2.55404,149.469,-14.071700000000002,-1.95377,139.171,-33.398700000000005,-22.8507,149.469,-6.1968000000000005,-20.6995,135.387,-33.398700000000005,-43.1473,149.469,-7.664319999999999,-42.0011,136.228,-21.5501,-17.276699999999998,147.54500000000002,-25.6669,-32.4952,154.128,-13.063399999999998,-32.1037,147.413
1636576707155000,-25.878,14.0328,140.325,-23.6756,-2.16258,144.372,-33.3252,-2.41684,149.549,-14.025899999999998,-1.90832,139.19400000000002,-33.3252,-22.7135,149.549,-6.17835,-20.7206,135.418,-33.3253,-43.0101,149.549,-7.804080000000001,-42.0193,136.052,-21.5111,-17.1732,147.668,-25.6478,-32.3498,154.346,-13.0455,-32.0178,147.58499999999998
1636576707185000,-25.893,14.0825,140.1,-23.7258,-2.1171800000000003,144.32,-33.3673,-2.32911,149.515,-14.0843,-1.90524,139.125,-33.367200000000004,-22.6257,149.515,-6.25175,-20.6564,135.384,-33.3673,-42.9224,149.515,-7.82865,-41.9608,136.029,-21.5763,-17.1121,147.698,-25.6901,-32.2447,154.45,-13.1634,-31.9694,147.701
1636576707218000,-25.9394,14.1187,140.401,-23.8007,-2.10386,144.471,-33.4075,-2.29901,149.72899999999998,-14.1939,-1.90871,139.212,-33.4075,-22.5956,149.72899999999998,-6.26201,-20.687,135.434,-33.4076,-42.8923,149.72899999999998,-7.9029,-41.9855,136.143,-21.683,-17.118299999999998,147.78199999999998,-25.7934,-32.2592,154.503,-13.3371,-32.0062,147.684
1636576707254000,-25.9308,14.052,140.44400000000002,-23.7855,-2.1301300000000003,144.538,-33.3539,-2.28195,149.868,-14.2171,-1.97831,139.209,-33.3539,-22.5786,149.868,-6.3015300000000005,-20.607,135.411,-33.354,-42.8752,149.868,-7.96822,-41.8995,136.24200000000002,-21.6756,-17.134800000000002,147.899,-25.7905,-32.238299999999995,154.727,-13.3409,-32.040800000000004,147.792
1636576707287000,-25.871,13.9565,140.065,-23.7155,-2.1162,144.43,-33.3274,-2.20826,149.682,-14.1036,-2.02413,139.178,-33.3273,-22.5049,149.682,-6.29233,-20.6716,135.416,-33.3274,-42.8015,149.682,-8.04573,-41.9601,136.174,-21.6111,-17.0669,148.019,-25.7446,-32.0774,155.017,-13.269,-31.9579,148.2
1636576707322000,-25.9021,13.957,140.03,-23.6487,-2.11086,144.425,-33.297000000000004,-2.2611,149.608,-14.0003,-1.96062,139.24200000000002,-33.297000000000004,-22.5577,149.608,-6.28229,-20.6948,135.423,-33.2971,-42.8544,149.608,-7.958679999999999,-41.9921,136.10399999999998,-21.4868,-17.0539,148.01600000000002,-25.7043,-32.0962,155.034,-12.9458,-31.8975,148.18
1636576707356000,-25.8948,13.9846,140.00799999999998,-23.6924,-2.11066,144.405,-33.3091,-2.23936,149.647,-14.0758,-1.98195,139.16199999999998,-33.3091,-22.536,149.647,-6.32291,-20.6256,135.321,-33.3092,-42.8326,149.647,-7.807550000000001,-41.9231,136.299,-21.5151,-17.0432,148.03199999999998,-25.6116,-32.0596,155.07999999999998,-13.0641,-31.8917,148.239
1636576707388000,-25.9262,13.8704,140.206,-23.6553,-2.19304,144.487,-33.2552,-2.41206,149.757,-14.0555,-1.97402,139.217,-33.2552,-22.7087,149.757,-6.30911,-20.6209,135.33499999999998,-33.2553,-43.0053,149.757,-7.78736,-41.9232,136.25,-21.3772,-17.1338,148.01600000000002,-25.4896,-32.2204,155.053,-12.7086,-31.928800000000003,148.036
1636576707421000,-25.9051,14.069399999999998,140.196,-23.654400000000003,-2.07418,144.583,-33.2365,-2.23271,149.888,-14.072300000000002,-1.91566,139.278,-33.2365,-22.5293,149.888,-6.31543,-20.5709,135.333,-33.2365,-42.826,149.888,-7.71746,-41.8815,136.18699999999998,-21.4332,-17.0151,148.149,-25.4049,-32.0586,155.143,-13.0194,-31.8537,148.286
1636576707455000,-25.9539,14.0578,140.351,-23.7233,-2.1772,144.68699999999998,-33.2779,-2.32589,150.042,-14.1687,-2.02851,139.333,-33.2779,-22.6225,150.042,-6.30832,-20.5974,135.358,-33.278,-42.9192,150.042,-7.75728,-41.8936,136.442,-21.5243,-17.1352,148.196,-25.531,-32.1897,155.182,-13.1198,-31.9965,148.226
1636576707488000,-25.8921,13.9737,140.265,-23.7599,-2.16427,144.645,-33.3221,-2.24797,149.987,-14.1978,-2.0805700000000003,139.302,-33.3221,-22.5446,149.987,-6.31383,-20.6083,135.362,-33.3221,-42.8412,149.987,-7.7842,-41.9067,136.389,-21.6275,-17.1142,148.227,-25.6653,-32.1182,155.257,-13.324700000000002,-32.0102,148.362
1636576707522000,-25.937,13.9513,140.483,-23.767,-2.17713,144.696,-33.3377,-2.36193,150.02,-14.1964,-1.99232,139.371,-33.3377,-22.6586,150.02,-6.30571,-20.7073,135.404,-33.3377,-42.955200000000005,150.02,-7.90046,-41.9798,136.70999999999998,-21.5319,-17.1316,148.195,-25.651,-32.208800000000004,155.228,-12.9424,-31.9635,148.158
1636576707562000,-25.935,13.9363,140.429,-23.7228,-2.17072,144.693,-33.2895,-2.3147,150.026,-14.156,-2.02674,139.36,-33.2895,-22.6113,150.026,-6.29893,-20.6211,135.478,-33.2895,-42.908,150.026,-7.937399999999999,-41.91,136.315,-21.4897,-17.1009,148.296,-25.4875,-32.1248,155.372,-13.0258,-31.9373,148.425
1636576707594000,-25.9016,13.9031,140.358,-23.8207,-2.20221,144.75,-33.4007,-2.21492,150.06,-14.2407,-2.1895,139.44,-33.4007,-22.5116,150.06,-6.2933900000000005,-20.6589,135.524,-33.4007,-42.8082,150.06,-7.851139999999999,-41.9597,136.286,-21.7347,-17.1221,148.478,-25.6998,-32.0499,155.56,-13.5975,-32.0339,148.852
1636576707616000,-25.8417,13.8709,140.274,-23.8746,-2.2515,144.723,-33.4668,-2.20066,150.011,-14.2823,-2.30235,139.435,-33.4668,-22.497300000000003,150.011,-6.27926,-20.8241,135.584,-33.466899999999995,-42.7939,150.011,-7.92651,-42.1184,136.381,-21.8919,-17.1829,148.46300000000002,-26.0854,-32.0815,155.608,-13.7331,-32.1469,148.798
1636576707650000,-25.8066,13.9626,140.38,-23.8988,-2.16508,144.833,-33.471,-2.02887,150.156,-14.3267,-2.30128,139.51,-33.471,-22.3255,150.156,-6.3858,-20.9568,135.61,-33.471,-42.6221,150.156,-7.77964,-42.2709,136.345,-22.004,-17.0955,148.623,-26.3207,-31.9376,155.86700000000002,-13.8976,-32.1144,148.958
1636576707688000,-25.876,14.0349,140.589,-23.8543,-2.19563,144.639,-33.4234,-2.2892,149.965,-14.2853,-2.1020600000000003,139.31400000000002,-33.4234,-22.5858,149.965,-6.4448300000000005,-20.948,135.597,-33.423500000000004,-42.8825,149.965,-7.71925,-42.274,136.21099999999998,-21.8696,-17.221899999999998,147.942,-26.526,-32.3131,154.94,-13.2439,-32.1833,147.548
1636576707729000,-25.8457,13.788900000000002,140.491,-24.1264,-2.32345,144.75,-33.6773,-2.12521,150.1,-14.5756,-2.52168,139.4,-33.6773,-22.4218,150.1,-6.23398,-20.8919,135.749,-33.6773,-42.7185,150.1,-7.568519999999999,-42.2193,135.976,-22.4503,-17.3303,148.298,-26.571800000000003,-32.216899999999995,155.094,-14.976400000000002,-32.4575,148.599
1636576707761000,-25.8177,13.9407,140.594,-24.2435,-2.20429,144.877,-33.7635,-1.89483,150.28,-14.7235,-2.51376,139.474,-33.7635,-22.1915,150.28,-6.1628300000000005,-21.2984,135.991,-33.763600000000004,-42.4881,150.28,-7.7935,-42.6058,136.03699999999998,-22.7424,-17.243299999999998,148.38299999999998,-27.2896,-32.0857,155.322,-15.1931,-32.4789,148.457
1636576707783000,-25.8383,13.9121,140.54000000000002,-24.2698,-2.19471,144.93800000000002,-33.7412,-1.83273,150.425,-14.7983,-2.55669,139.451,-33.7412,-22.1294,150.425,-6.24736,-21.3229,136.098,-33.7413,-42.426,150.425,-7.758419999999999,-42.6347,135.747,-22.7318,-17.1993,148.583,-27.337200000000003,-31.9691,155.786,-15.0505,-32.4387,148.669
1636576707814000,-25.828,13.955000000000002,140.512,-24.2288,-2.1323,144.989,-33.6683,-1.7045400000000002,150.528,-14.7892,-2.56005,139.451,-33.6683,-22.0012,150.528,-6.33054,-21.4593,136.106,-33.668400000000005,-42.2978,150.528,-7.769920000000001,-42.774,135.552,-22.6953,-17.107599999999998,148.76,-27.2831,-31.8055,156.121,-15.0406,-32.3602,148.93900000000002
1636576707846000,-25.904000000000003,13.9449,140.659,-24.3721,-2.1665,145.091,-33.8117,-1.7160699999999998,150.629,-14.9325,-2.61693,139.553,-33.8117,-22.0127,150.629,-6.25262,-21.5131,136.154,-33.8118,-42.3093,150.629,-7.853959999999999,-42.8085,135.352,-22.9013,-17.16,148.817,-27.5045,-31.8637,156.107,-15.3566,-32.443400000000004,148.981
1636576707880000,-25.8932,13.9453,140.472,-24.3437,-2.1251100000000003,145.013,-33.836,-1.64685,150.457,-14.851499999999998,-2.60337,139.568,-33.836,-21.9435,150.457,-6.21902,-21.4332,136.067,-33.836,-42.2401,150.457,-7.776479999999999,-42.7359,135.321,-22.8891,-17.089,148.863,-27.6018,-31.742200000000004,156.251,-15.2671,-32.363600000000005,149.176
1636576707915000,-25.886900000000004,13.9076,140.424,-24.3267,-2.07913,144.958,-33.8483,-1.58786,150.351,-14.8051,-2.57039,139.566,-33.8483,-21.8845,150.351,-6.138669999999999,-21.4291,136.027,-33.8483,-42.1811,150.351,-7.79842,-42.7253,135.29000000000002,-22.8748,-17.0243,148.884,-27.6324,-31.649,156.326,-15.2132,-32.2898,149.292
1636576707953000,-25.8714,13.9196,140.31,-24.2693,-2.07906,144.934,-33.7375,-1.6138,150.421,-14.800999999999998,-2.54433,139.446,-33.7375,-21.910400000000003,150.421,-6.092560000000001,-21.3732,136.066,-33.7376,-42.2071,150.421,-7.823569999999999,-42.6613,135.253,-22.7445,-17.0243,148.832,-27.502,-31.6608,156.371,-14.9374,-32.2782,149.089
1636576707989000,-25.9062,13.911,140.376,-24.3122,-2.07399,144.965,-33.7863,-1.60793,150.443,-14.8382,-2.54005,139.487,-33.7862,-21.9046,150.443,-6.0949800000000005,-21.3985,136.095,-33.7863,-42.2012,150.443,-7.82255,-42.6888,135.32,-22.7697,-17.0072,148.903,-27.3967,-31.6368,156.409,-15.0578,-32.2438,149.274
1636576708024000,-25.898000000000003,13.924600000000002,140.43800000000002,-24.307,-2.11063,145.00799999999998,-33.745999999999995,-1.64568,150.546,-14.868100000000002,-2.57558,139.469,-33.745999999999995,-21.9423,150.546,-6.12005,-21.341900000000003,136.149,-33.745999999999995,-42.239,150.546,-7.861709999999999,-42.6218,135.167,-22.7533,-17.0522,148.91,-27.3879,-31.6888,156.443,-15.0111,-32.298500000000004,149.18099999999998
1636576708060000,-25.8976,13.894900000000002,140.466,-24.2556,-2.14305,144.94400000000002,-33.81,-1.80664,150.285,-14.7013,-2.47946,139.60399999999998,-33.8099,-22.1033,150.285,-6.10103,-21.3849,136.18,-33.81,-42.3999,150.285,-7.83562,-42.676,135.52100000000002,-22.6575,-17.105600000000003,148.746,-27.4202,-31.8441,156.103,-14.6987,-32.2921,148.99200000000002
1636576708095000,-25.9116,14.0454,140.583,-24.1662,-2.06841,144.962,-33.6843,-1.7753,150.372,-14.648,-2.36152,139.551,-33.6843,-22.0719,150.372,-5.99981,-21.3041,136.122,-33.6843,-42.3686,150.372,-7.85732,-42.5896,135.618,-22.5149,-17.0464,148.678,-27.1916,-31.829500000000003,155.99200000000002,-14.5354,-32.2192,148.798
1636576708122000,-25.926,13.6958,140.74200000000002,-24.2013,-2.42219,144.861,-33.707,-2.22461,150.299,-14.6956,-2.61977,139.424,-33.706900000000005,-22.5212,150.299,-5.95416,-21.2371,136.158,-33.707,-42.8179,150.299,-7.86143,-42.5224,135.921,-22.5271,-17.4542,148.334,-27.2106,-32.3541,155.44400000000002,-14.4953,-32.6184,148.171
1636576708155000,-25.9246,13.8927,140.863,-24.2002,-2.21801,145.114,-33.6218,-1.91924,150.68900000000002,-14.7786,-2.51678,139.538,-33.6218,-22.2159,150.68900000000002,-6.12268,-21.4691,136.174,-33.6218,-42.5125,150.68900000000002,-7.770239999999999,-42.7765,136.006,-22.4921,-17.194200000000002,148.803,-27.0162,-31.9728,156.18,-14.5521,-32.3681,148.804
1636576708188000,-25.9976,13.9111,141.13299999999998,-23.9135,-2.24472,145.034,-33.3528,-2.35478,150.573,-14.4742,-2.13466,139.494,-33.3528,-22.6514,150.573,-6.52025,-21.1774,136.024,-33.3528,-42.948,150.573,-7.590560000000001,-42.5156,135.96800000000002,-21.808,-17.2542,148.323,-26.5738,-32.3437,155.645,-12.8312,-32.183499999999995,147.57999999999998
1636576708227000,-26.015300000000003,13.9677,140.958,-23.8591,-2.20091,145.02100000000002,-33.3312,-2.304,150.513,-14.387,-2.09782,139.529,-33.3312,-22.6006,150.513,-6.24069,-20.9682,136.082,-33.3313,-42.8973,150.513,-7.57029,-42.2919,135.792,-21.6949,-17.1705,148.472,-25.7671,-32.208,155.54000000000002,-13.2944,-32.0723,148.308
1636576708261000,-25.9972,13.9303,140.823,-23.9586,-2.22738,144.999,-33.477999999999994,-2.22686,150.41199999999998,-14.4393,-2.22789,139.58499999999998,-33.477999999999994,-22.5235,150.41199999999998,-6.06372,-21.0105,136.097,-33.477999999999994,-42.8201,150.41199999999998,-7.415260000000001,-42.3355,135.74,-21.9513,-17.2028,148.53,-26.0088,-32.178,155.51,-13.8792,-32.1786,148.612
1636576708287000,-25.940800000000003,13.9462,140.65699999999998,-23.9231,-2.26665,144.926,-33.4915,-2.26427,150.255,-14.3548,-2.26903,139.597,-33.4915,-22.5609,150.255,-6.09998,-20.9767,135.898,-33.4915,-42.8575,150.255,-7.39897,-42.3081,135.80599999999998,-21.9529,-17.246100000000002,148.47,-26.2464,-32.2239,155.503,-13.7189,-32.227,148.526
1636576708321000,-25.9574,13.9762,140.733,-23.9138,-2.27797,144.924,-33.4865,-2.33071,150.247,-14.341,-2.22522,139.602,-33.4865,-22.6273,150.247,-6.20291,-20.9401,135.754,-33.4866,-42.924,150.247,-7.35633,-42.2802,135.856,-21.9268,-17.2837,148.349,-26.2707,-32.324200000000005,155.294,-13.6092,-32.2545,148.254
